asl_id,asl_label,vsl_label,vsl_video_count,vsl_sample_ids,vsl_sample_videos,match_type,confidence,note
553,hungry,đói không?,1,446,D0371.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
555,introduce,giới thiệu,1,1888,W01494.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
558,library,phòng thư viện,1,2760,W02680.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
560,lobster,tôm hùm,1,458,D0385.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
561,love,tình yêu,1,3285,W03451.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
569,one,1,1,3814,D0530.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
573,polite,lễ phép,1,2235,W01983.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
579,push,đẩy,1,1637,W01152.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
588,sell,bán hàng,3,740;741;742,W00107B.mp4;W00107N.mp4;W00107T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
589,serious,nghiêm túc,1,2538,W02374.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
592,smart,thông minh,3,3173;3174;4272,W03288N.mp4;W03288T.mp4;W03288B.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
599,squirrel,con sóc,1,1368,W00790.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
603,street,con đường,1,1325,W00757.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
608,summer,mùa hè,3,2453;2454;2455,W02270B.mp4;W02270N.mp4;W02270T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
612,that,kia,1,3732,D0124.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
615,thirsty,khát nước,1,4074,W01774.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
616,ticket,vé,1,3520,W03814.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
623,weak,yếu,3,3679;3680;3681,W04059B.mp4;W04059N.mp4;W04059T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
626,wind,gió Lào,1,1883,W01482.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
637,angry,giận dữ,1,4040,W01465.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
639,arm,cánh tay,1,1015,W00410.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
640,army,quân đội,2,2853;4190,W02784N.mp4;W02784B.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
643,ask,hỏi,3,4064;4065;4066,W01672N.mp4;W01672B.mp4;W01672T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
654,body,cơ thể,1,1443,W00872.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
658,bottle,chai nước,1,1084,W00486.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
666,candle,cây nến,1,514,D0435.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
681,duck,con vịt,1,1380,W00802.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
683,eagle,chim đại bàng,1,1183,W00606.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
686,every,mỗi,1,2418,W02237.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
697,frog,con cóc,1,1313,W00746.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
705,grapes,quả nho,1,2823,W02749.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
708,hamburger,bánh hamburger,1,464,D0391.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
712,horse,con ngựa,3,1353;1354;1355,W00778B.mp4;W00778N.mp4;W00778T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
717,inside,bên trong,1,860,W00241.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
724,listen,lắng nghe,1,2215,W01955.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
729,mom,má (giống: mẹ),1,2323,W02110.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
730,mouse,con chuột,3,1308;1309;1310,W00742B.mp4;W00742N.mp4;W00742T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
733,museum,bảo tàng,1,790,W00156.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
749,program,chương trình,1,1279,W00713.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
755,rat,con chuột,3,1308;1309;1310,W00742B.mp4;W00742N.mp4;W00742T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
758,rest,nghỉ ngơi,1,2531,W02364.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
761,river,con sông,1,1370,W00792.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
765,send,gửi,1,4051,W01519.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
767,sheep,con cừu,1,1320,W00751.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
774,sky,bầu trời,1,835,W00212.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
779,stand,đứng nghiêm,1,1766,W01326.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
781,stop,dừng lại,1,247,D0183.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
784,sunrise,Mặt trời mọc,1,2404,W02219.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
791,turtle,con rùa,1,3948,W00787N.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
797,warm,ấm áp,1,3827,W00051.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
799,wash,rửa tay,1,2930,W02888.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
803,zero,0 (số không),1,617,D0529.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
815,autumn,mùa thu,1,2456,W02271.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
819,below,bên dưới,1,856,W00237.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
822,bicycle,xe đạp,1,3616,W03959.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
824,boyfriend,bạn trai,3,749;750;3835,W00112B.mp4;W00112N.mp4;W00112T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
826,bridge,cầu (cây cầu),1,1047,W00446.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
830,camera,máy ảnh,1,2349,W02145.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
855,dad,bố,1,916,W00325.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
869,eight,8,1,625,D0537.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
889,gloves,găng tay,1,1811,W01393.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
890,goat,con dê,1,1322,W00753.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
891,goodbye,tạm biệt,1,3047,W03075.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
904,information,thông tin,3,3176;3177;4274,W03292N.mp4;W03292T.mp4;W03292B.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
905,interpret,phiên dịch,3,2737;2738;4179,W02651B.mp4;W02651T.mp4;W02651N.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
911,keyboard,bàn phím (máy vi tính),1,3833,W00096.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
922,mad,giận dữ,1,4040,W01465.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
926,mountain,núi cao,1,261,D0193.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
928,mushroom,nấm,1,4132,W02303.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
930,neck,cổ,1,1393,W00814.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
932,ocean,đại dương,1,1590,W01083.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
933,open,mở cửa,1,2442,W02258.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
939,parents,cha mẹ,1,1079,W00482.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
947,pray,cầu nguyện,1,1051,W00450.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
951,printer,máy in,3,2352;2353;2354,W02148B.mp4;W02148N.mp4;W02148T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
954,project,dự án,1,338,D0259.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
970,roof,mái nhà,1,2327,W02118.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
971,rooster,gà trống,1,1796,W01368.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
974,scientist,nhà bác học,1,2587,W02441.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
981,shrimp,con tôm,3,1374;1375;3952,W00797B.mp4;W00797T.mp4;W00797N.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
987,socks,bít tất,1,3869,W00287.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
993,stairs,bậc thang,1,829,W00203.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1006,swim,bơi,1,945,W00347.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1008,taste,nếm,1,2482,W02321.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1014,thermometer,nhiệt kế,3,2627;2628;4165,W02497N.mp4;W02497T.mp4;W02497B.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1017,thousand,1000 (một nghìn),1,641,D0548N.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1018,three,3,1,619,D0532.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1021,touch,sờ,1,513,D0434.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1024,two,2,1,618,D0531.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1027,vegetable,rau,1,2888,W02835.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1030,we,chúng tôi (đại từ),1,178,D0134.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1033,welcome,chào mừng,1,1088,W00492.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1034,winter,mùa đông,1,4124,W02269.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1035,without,không có,1,152,D0112.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1036,wolf,chó sói,1,1196,W00623.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1040,above,bên trên,1,859,W00240.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1044,alphabet,bảng chữ cái ngón tay,1,3837,W00118.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1049,artist,nghệ sĩ,1,2516,W02356.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1051,bee,con ong,2,1360;1361,W00781N.mp4;W00781T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1057,boots,ủng,1,3469,W03741.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1058,brave,anh dũng,3,666;667;668,W00012B.mp4;W00012N.mp4;W00012T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1062,butterfly,con bướm,1,1298,W00736.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1069,china,Trung Quốc (nước Trung Quốc),3,3395;3396;4314,W03642B.mp4;W03642T.mp4;W03642N.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1078,coconut,quả dừa,3,2801;2802;2803,W02732B.mp4;W02732N.mp4;W02732T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1094,director,giám đốc,1,1848,W01441.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1103,england,Anh (nước Anh),3,661;662;663,W00009B.mp4;W00009N.mp4;W00009T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1106,eyeglasses,kính,1,2179,W01900.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1112,fix,sửa chữa,1,3014,W03034.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1117,four,4,1,3815,D0533.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1130,health,sức khỏe,1,4235,W03043.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1139,honest,thật thà,1,3129,W03221.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1140,hug,ôm,1,2680,W02565.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1147,italy,Italia (nước Italia),1,2071,W01733.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1150,key,chìa khóa,1,1164,W00583.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1152,leaf,lá cây,2,2190;2191,W01912B.mp4;W01912N.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1153,left,bên trái,1,858,W00239.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1157,lonely,cô đơn,1,1389,W00811.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1158,long,dài,1,1492,W00952.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1165,mexico,Mexico (nước Mexico),3,2391;2392;2393,W02200B.mp4;W02200N.mp4;W02200T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1186,pie,bánh pía,1,781,W00141.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1187,plate,đĩa,1,1674,W01192.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1189,popcorn,bỏng ngô,1,906,W00306.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1221,seven,7,1,624,D0536.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1222,shampoo,dầu gội đầu,1,1527,W00994.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1224,shelf,giá sách,1,4033,W01420.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1226,sign language,ngôn ngữ kí hiệu,1,4362,W04073.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1229,six,6,3,621;622;623,D0535B.mp4;D0535N.mp4;D0535T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1251,teeth,răng,1,2896,W02848.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1258,tooth,răng,1,2896,W02848.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1259,toothbrush,bàn chải đánh răng,1,725,W00092.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1267,under,bên dưới,1,856,W00237.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1269,wall,bức tường,1,993,W00387.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1272,weird,kì lạ,1,4086,W01862.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1281,a,a,1,563,D0489.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1283,abdomen,bụng,1,964,W00362.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1289,address,địa chỉ,3,1;2;3,D0001N.mp4;D0001T.mp4;D0001B.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1291,afraid,hoảng sợ,1,1999,W01650.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1297,algebra,đại số,1,3993,W01085.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1315,b,b,1,3806,D0492.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1321,bike,xe đạp,1,3616,W03959.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1357,crab,con cua,1,1318,W00749.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1390,evening,buổi tối,3,971;972;3884,W00369B.mp4;W00369T.mp4;W00369N.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1413,girlfriend,bạn gái,3,746;747;748,W00111B.mp4;W00111N.mp4;W00111T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1414,gold,vàng (kim loại),1,3491,W03777.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1416,grass,bãi cỏ,1,718,W00082.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1444,laptop,máy tính (laptop),1,2356,W02151.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1447,lip,môi,1,2416,W02235.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1470,owl,con cú mèo,1,1319,W00750.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1471,p,p,3,588;589;3810,D0509N.mp4;D0509T.mp4;D0509B.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1476,peace,hòa bình,1,1992,W01634.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1503,proud,tự hào,1,408,D0333.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1505,receive,nhận,1,2615,W02485.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1518,road,con đường,1,1325,W00757.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1531,shoulder,vai,1,3486,W03767.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1549,speak,nói chuyện,1,2648,W02523.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1552,spoon,thìa,3,3151;3152;3153,W03251B.mp4;W03251N.mp4;W03251T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1553,spring,mùa xuân,3,2457;2458;4125,W02272N.mp4;W02272T.mp4;W02272B.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1576,tongue,lưỡi,1,4105,W02080.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1578,tornado,lốc xoáy,1,509,D0431.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1579,tower,tháp,1,3110,W03192.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1587,waiter,bồi bàn,1,927,W00332.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1593,whale,cá voi,1,112,D0073.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1597,worker,nhân viên,1,5,D0004.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1603,adjective,tính từ,1,3293,W03464.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1611,alligator,con cá sấu,1,94,D0059.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1639,bookshelf,giá sách,1,4033,W01420.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1687,create,sáng tạo,1,2945,W02918.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1688,crocodile,con cá sấu,1,94,D0059.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1693,d,d,1,570,D0494.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1695,dancer,vũ công,1,3565,W03885.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1697,dangerous,nguy hiểm,3,2562;2563;2564,W02405B.mp4;W02405N.mp4;W02405T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1719,drama,kịch,1,1563,W01035.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1726,e,e,1,572,D0496.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1742,f,f,1,603,D0521.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1748,fire,lửa,1,2301,W02076.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1750,five,5,1,620,D0534.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1757,g,g,2,576;3807,D0498B.mp4;D0498N.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1760,geometry,hình học,1,4060,W01605.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1768,h,h,3,577;578;3808,D0500B.mp4;D0500N.mp4;D0500T.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1779,i,i,1,579,D0501.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1789,j,j,1,604,D0522.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1794,k,k,1,3809,D0502.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1798,lamp,đèn điện,3,1644;1645;1646,W01155B.mp4;W01155N.mp4;W01155T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1801,leader,lãnh đạo,1,2203,W01942.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1811,look at,nhìn,1,2629,W02499.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1814,m,m,1,581,D0504.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1826,mosquito,con muỗi,3,1346;1347;1348,W00773B.mp4;W00773N.mp4;W00773T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1829,n,n,1,582,D0505.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1834,nine,9,1,626,D0538.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1840,o,o,1,583,D0506.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1847,or,hoặc,3,251;252;3748,D0188N.mp4;D0188T.mp4;D0188B.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1856,pear,quả lê,1,2817,W02744.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1864,pilot,phi công,1,2734,W02645.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1878,princess,công chúa,1,1414,W00839.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1892,q,q,1,590,D0510.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1896,r,r,1,591,D0511.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1917,s,s,1,592,D0512.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1923,sea,biển đông,1,873,W00260.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1936,soldier,bộ đội,3,921;922;923,W00328B.mp4;W00328N.mp4;W00328T.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1958,swimming,bơi lội,1,946,W00348.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1959,t,t,3,593;594;595,D0513B.mp4;D0513N.mp4;D0513T.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1963,ten,10,1,627,D0539.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1975,towel,khăn mặt,1,2099,W01777.mp4,semantic_equivalent,High,manual semantic mapping; review if using for model alignment
1980,u,u,1,596,D0514.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1983,v,v,1,598,D0516.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
1994,w,w,1,605,D0523.mp4,exact_string,High,manual semantic mapping; review if using for model alignment
